label,id,task,seed,request_index,latency_ms,http_status,model,input_tokens,output_tokens
Jev,reach-v3-1,reach-v3,1,4,363.327,200,jev-1.13.0,906,31
Jev,reach-v3-1,reach-v3,1,5,435.531,200,jev-1.13.0,1641,144
Jev,reach-v3-1,reach-v3,1,6,353.873,200,jev-1.13.0,942,31
Jev,reach-v3-1,reach-v3,1,7,321.402,200,jev-1.13.0,1693,144
Jev,reach-v3-1,reach-v3,1,8,367.778,200,jev-1.13.0,994,31
Jev,reach-v3-1,reach-v3,1,9,351.674,200,jev-1.13.0,1760,144
Jev,reach-v3-1,reach-v3,1,10,358.379,200,jev-1.13.0,980,31
Jev,reach-v3-1,reach-v3,1,11,408.486,200,jev-1.13.0,1732,144
Jev,reach-v3-1,reach-v3,1,12,334.871,200,jev-1.13.0,964,31
Jev,reach-v3-1,reach-v3,1,13,328.108,200,jev-1.13.0,1715,144
Jev,reach-v3-1,reach-v3,1,14,390.094,200,jev-1.13.0,983,31
Jev,reach-v3-1,reach-v3,1,15,406.894,200,jev-1.13.0,1719,144
Jev,reach-v3-1,reach-v3,1,16,344.549,200,jev-1.13.0,961,31
Jev,reach-v3-1,reach-v3,1,17,403.302,200,jev-1.13.0,1693,144
Jev,reach-v3-1,reach-v3,1,18,382.82,200,jev-1.13.0,948,31
Jev,reach-v3-1,reach-v3,1,19,444.304,200,jev-1.13.0,1681,144
Jev,reach-v3-1,reach-v3,1,20,385.789,200,jev-1.13.0,931,31
Jev,reach-v3-1,reach-v3,1,21,694.292,200,jev-1.13.0,1663,144
Jev,reach-v3-1,reach-v3,1,22,348.034,200,jev-1.13.0,915,31
Jev,reach-v3-1,reach-v3,1,23,358.563,200,jev-1.13.0,1649,144
Jev,push-v3-0,push-v3,0,0,741.051,200,jev-1.13.0,909,49
Jev,push-v3-0,push-v3,0,1,325.213,200,jev-1.13.0,1587,144
Jev,push-v3-0,push-v3,0,2,324.569,200,jev-1.13.0,966,49
Jev,push-v3-0,push-v3,0,3,330.922,200,jev-1.13.0,1642,144
Jev,push-v3-0,push-v3,0,4,308.149,200,jev-1.13.0,1023,49
Jev,push-v3-0,push-v3,0,5,419.334,200,jev-1.13.0,1698,144
Jev,push-v3-0,push-v3,0,6,400.191,200,jev-1.13.0,1073,49
Jev,push-v3-0,push-v3,0,7,372.289,200,jev-1.13.0,1765,144
Jev,push-v3-0,push-v3,0,8,357.155,200,jev-1.13.0,1138,49
Jev,push-v3-0,push-v3,0,9,333.692,200,jev-1.13.0,1816,144
Jev,push-v3-0,push-v3,0,10,370.062,200,jev-1.13.0,1136,49
Jev,push-v3-0,push-v3,0,11,349.366,200,jev-1.13.0,1828,144
Jev,push-v3-0,push-v3,0,12,351.911,200,jev-1.13.0,1151,49
Jev,push-v3-0,push-v3,0,13,344.626,200,jev-1.13.0,1843,144
Jev,push-v3-0,push-v3,0,14,317.018,200,jev-1.13.0,1159,47
Jev,push-v3-0,push-v3,0,15,351.027,200,jev-1.13.0,1805,144
Jev,push-v3-0,push-v3,0,16,321.842,200,jev-1.13.0,1138,47
Jev,push-v3-0,push-v3,0,17,391.121,200,jev-1.13.0,1799,144
Jev,push-v3-0,push-v3,0,18,336.705,200,jev-1.13.0,1134,47
Jev,push-v3-0,push-v3,0,19,377.634,200,jev-1.13.0,1795,144
Jev,push-v3-0,push-v3,0,20,327.429,200,jev-1.13.0,1117,47
Jev,push-v3-0,push-v3,0,21,366.027,200,jev-1.13.0,1779,144
Jev,push-v3-0,push-v3,0,22,332.107,200,jev-1.13.0,1095,47
Jev,push-v3-0,push-v3,0,23,373.232,200,jev-1.13.0,1756,144
Jev,push-v3-0,push-v3,0,24,332.461,200,jev-1.13.0,1111,47
Jev,push-v3-0,push-v3,0,25,483.502,200,jev-1.13.0,1777,144
Jev,push-v3-0,push-v3,0,26,328.09,200,jev-1.13.0,1108,47
Jev,push-v3-0,push-v3,0,27,496.333,200,jev-1.13.0,1772,144
Jev,push-v3-0,push-v3,0,28,372.135,200,jev-1.13.0,1091,47
Jev,push-v3-0,push-v3,0,29,385.615,200,jev-1.13.0,1754,144
Jev,push-v3-0,push-v3,0,30,308.015,200,jev-1.13.0,1110,47
Jev,push-v3-0,push-v3,0,31,319.979,200,jev-1.13.0,1773,144
Jev,push-v3-0,push-v3,0,32,343.308,200,jev-1.13.0,1108,47
Jev,push-v3-0,push-v3,0,33,371.595,200,jev-1.13.0,1772,144
Jev,push-v3-0,push-v3,0,34,347.46,200,jev-1.13.0,1107,47
Jev,push-v3-0,push-v3,0,35,376.294,200,jev-1.13.0,1769,144
Jev,push-v3-0,push-v3,0,36,312.8,200,jev-1.13.0,1128,49
Jev,push-v3-0,push-v3,0,37,316.831,200,jev-1.13.0,1795,144
Jev,push-v3-0,push-v3,0,38,362.611,200,jev-1.13.0,1118,49
Jev,push-v3-0,push-v3,0,39,309.047,200,jev-1.13.0,1785,144
Jev,push-v3-0,push-v3,0,40,379.629,200,jev-1.13.0,1100,49
Jev,push-v3-0,push-v3,0,41,351.003,200,jev-1.13.0,1767,144
Jev,push-v3-0,push-v3,0,42,420.998,200,jev-1.13.0,1075,49
Jev,push-v3-0,push-v3,0,43,316.145,200,jev-1.13.0,1738,144
Jev,push-v3-0,push-v3,0,44,346.761,200,jev-1.13.0,1062,49
Jev,push-v3-0,push-v3,0,45,356.815,200,jev-1.13.0,1743,144
Jev,push-v3-0,push-v3,0,46,444.322,200,jev-1.13.0,1078,47
Jev,push-v3-0,push-v3,0,47,344.594,200,jev-1.13.0,1723,144
Jev,push-v3-0,push-v3,0,48,467.281,200,jev-1.13.0,1089,49
Jev,push-v3-0,push-v3,0,49,337.678,200,jev-1.13.0,1783,144
Jev,push-v3-0,push-v3,0,50,369.059,200,jev-1.13.0,1121,47
Jev,push-v3-0,push-v3,0,51,467.767,200,jev-1.13.0,1797,144
Jev,push-v3-0,push-v3,0,52,341.534,200,jev-1.13.0,1133,49
Jev,push-v3-0,push-v3,0,53,330.523,200,jev-1.13.0,1812,144
Jev,push-v3-0,push-v3,0,54,385.079,200,jev-1.13.0,1136,49
Jev,push-v3-0,push-v3,0,55,316.417,200,jev-1.13.0,1832,144
Jev,push-v3-0,push-v3,0,56,316.063,200,jev-1.13.0,1158,47
Jev,push-v3-0,push-v3,0,57,339.478,200,jev-1.13.0,1820,144
Jev,push-v3-0,push-v3,0,58,435.934,200,jev-1.13.0,1158,47
Jev,push-v3-0,push-v3,0,59,373.917,200,jev-1.13.0,1822,144
Jev,push-v3-0,push-v3,0,60,358.473,200,jev-1.13.0,1155,47
Jev,push-v3-0,push-v3,0,61,345.123,200,jev-1.13.0,1814,144
Jev,push-v3-0,push-v3,0,62,437.442,200,jev-1.13.0,1154,47
Jev,push-v3-0,push-v3,0,63,516.798,200,jev-1.13.0,1832,144
Jev,push-v3-0,push-v3,0,64,349.211,200,jev-1.13.0,1151,49
Jev,push-v3-0,push-v3,0,65,351.418,200,jev-1.13.0,1843,144
Jev,push-v3-0,push-v3,0,66,354.119,200,jev-1.13.0,1169,47
Jev,push-v3-0,push-v3,0,67,365.655,200,jev-1.13.0,1846,144
Jev,push-v3-0,push-v3,0,68,420.373,200,jev-1.13.0,1185,47
Jev,push-v3-0,push-v3,0,69,442.661,200,jev-1.13.0,1861,144
Jev,push-v3-0,push-v3,0,70,437.509,200,jev-1.13.0,1185,47
Jev,push-v3-0,push-v3,0,71,469.087,200,jev-1.13.0,1849,144
Jev,push-v3-0,push-v3,0,72,650.14,200,jev-1.13.0,1167,47
Jev,push-v3-0,push-v3,0,73,402.619,200,jev-1.13.0,1832,144
Jev,push-v3-0,push-v3,0,74,370.124,200,jev-1.13.0,1129,47
Jev,push-v3-0,push-v3,0,75,524.547,200,jev-1.13.0,1794,144
Jev,push-v3-0,push-v3,0,76,429.229,200,jev-1.13.0,1094,47
Jev,push-v3-0,push-v3,0,77,398.487,200,jev-1.13.0,1758,144
Jev,push-v3-0,push-v3,0,78,411.468,200,jev-1.13.0,1075,47
Jev,push-v3-0,push-v3,0,79,504.111,200,jev-1.13.0,1739,144
Jev,push-v3-1,push-v3,1,0,713.476,200,jev-1.13.0,907,49
Jev,push-v3-1,push-v3,1,1,348.293,200,jev-1.13.0,1599,144
Jev,push-v3-1,push-v3,1,2,361.965,200,jev-1.13.0,960,47
Jev,push-v3-1,push-v3,1,3,360.873,200,jev-1.13.0,1623,144
Jev,push-v3-1,push-v3,1,4,314.714,200,jev-1.13.0,1028,47
Jev,push-v3-1,push-v3,1,5,419.449,200,jev-1.13.0,1676,144
Jev,push-v3-1,push-v3,1,6,351.952,200,jev-1.13.0,1061,47
Jev,push-v3-1,push-v3,1,7,409.43,200,jev-1.13.0,1706,144
Jev,push-v3-1,push-v3,1,8,304.232,200,jev-1.13.0,1097,47
Jev,push-v3-1,push-v3,1,9,357.218,200,jev-1.13.0,1758,144
Jev,push-v3-1,push-v3,1,10,396.463,200,jev-1.13.0,1091,47
Jev,push-v3-1,push-v3,1,11,368.087,200,jev-1.13.0,1752,144
Jev,push-v3-1,push-v3,1,12,432.991,200,jev-1.13.0,1093,47
Jev,push-v3-1,push-v3,1,13,553.459,200,jev-1.13.0,1758,144
Jev,push-v3-1,push-v3,1,14,419.839,200,jev-1.13.0,1107,47
Jev,push-v3-1,push-v3,1,15,397.383,200,jev-1.13.0,1771,144
Jev,push-v3-1,push-v3,1,16,362.198,200,jev-1.13.0,1118,47
Jev,push-v3-1,push-v3,1,17,483.248,200,jev-1.13.0,1778,144
Jev,push-v3-1,push-v3,1,18,345.275,200,jev-1.13.0,1104,47
Jev,push-v3-1,push-v3,1,19,376.602,200,jev-1.13.0,1785,144
Jev,push-v3-1,push-v3,1,20,370.396,200,jev-1.13.0,1104,47
Jev,push-v3-1,push-v3,1,21,372.934,200,jev-1.13.0,1783,144
Jev,push-v3-1,push-v3,1,22,359.272,200,jev-1.13.0,1117,47
Jev,push-v3-1,push-v3,1,23,355.481,200,jev-1.13.0,1779,144
Jev,push-v3-1,push-v3,1,24,366.135,200,jev-1.13.0,1117,47
Jev,push-v3-1,push-v3,1,25,435.322,200,jev-1.13.0,1779,144
Jev,push-v3-1,push-v3,1,26,332.446,200,jev-1.13.0,1135,47
Jev,push-v3-1,push-v3,1,27,350.265,200,jev-1.13.0,1796,144
Jev,push-v3-1,push-v3,1,28,435.923,200,jev-1.13.0,1119,47
Jev,push-v3-1,push-v3,1,29,371.769,200,jev-1.13.0,1798,144
Jev,push-v3-1,push-v3,1,30,348.642,200,jev-1.13.0,1121,47
Jev,push-v3-1,push-v3,1,31,323.526,200,jev-1.13.0,1798,144
Jev,pick-place-v3-0,pick-place-v3,0,0,765.569,200,jev-1.13.0,927,65
Jev,pick-place-v3-0,pick-place-v3,0,1,406.818,200,jev-1.13.0,1536,144
Jev,pick-place-v3-0,pick-place-v3,0,2,371.804,200,jev-1.13.0,967,65
Jev,pick-place-v3-0,pick-place-v3,0,3,362.386,200,jev-1.13.0,1576,144
Jev,pick-place-v3-0,pick-place-v3,0,4,402.844,200,jev-1.13.0,1004,65
Jev,pick-place-v3-0,pick-place-v3,0,5,372.55,200,jev-1.13.0,1612,144
Jev,pick-place-v3-0,pick-place-v3,0,6,369.343,200,jev-1.13.0,1042,65
Jev,pick-place-v3-0,pick-place-v3,0,7,318.762,200,jev-1.13.0,1651,144
Jev,pick-place-v3-0,pick-place-v3,0,8,347.757,200,jev-1.13.0,1078,65
Jev,pick-place-v3-0,pick-place-v3,0,9,339.834,200,jev-1.13.0,1702,144
Jev,pick-place-v3-0,pick-place-v3,0,10,370.568,200,jev-1.13.0,1089,65
Jev,pick-place-v3-0,pick-place-v3,0,11,331.035,200,jev-1.13.0,1712,144
Jev,pick-place-v3-0,pick-place-v3,0,12,328.431,200,jev-1.13.0,1110,65
Jev,pick-place-v3-0,pick-place-v3,0,13,356.353,200,jev-1.13.0,1738,144
Jev,pick-place-v3-0,pick-place-v3,0,14,458.397,200,jev-1.13.0,1124,65
Jev,pick-place-v3-0,pick-place-v3,0,15,352.36,200,jev-1.13.0,1750,144
Jev,pick-place-v3-0,pick-place-v3,0,16,455.999,200,jev-1.13.0,1144,65
Jev,pick-place-v3-0,pick-place-v3,0,17,409.051,200,jev-1.13.0,1754,144
Jev,pick-place-v3-0,pick-place-v3,0,18,440.238,200,jev-1.13.0,1130,65
Jev,pick-place-v3-0,pick-place-v3,0,19,373.219,200,jev-1.13.0,1738,144
Jev,pick-place-v3-0,pick-place-v3,0,20,338.93,200,jev-1.13.0,1111,65
Jev,pick-place-v3-0,pick-place-v3,0,21,403.547,200,jev-1.13.0,1735,144
Jev,pick-place-v3-0,pick-place-v3,0,22,343.17,200,jev-1.13.0,1111,64
Jev,pick-place-v3-0,pick-place-v3,0,23,349.732,200,jev-1.13.0,1703,144
Jev,pick-place-v3-0,pick-place-v3,0,24,452.448,200,jev-1.13.0,1103,64
Jev,pick-place-v3-0,pick-place-v3,0,25,364.892,200,jev-1.13.0,1694,144
Jev,pick-place-v3-0,pick-place-v3,0,26,375.375,200,jev-1.13.0,1101,65
Jev,pick-place-v3-0,pick-place-v3,0,27,337.683,200,jev-1.13.0,1726,144
Jev,pick-place-v3-0,pick-place-v3,0,28,331.3,200,jev-1.13.0,1115,63
Jev,pick-place-v3-0,pick-place-v3,0,29,341.885,200,jev-1.13.0,1699,144
Jev,pick-place-v3-0,pick-place-v3,0,30,311.049,200,jev-1.13.0,1099,63
Jev,pick-place-v3-0,pick-place-v3,0,31,369.775,200,jev-1.13.0,1682,144
Jev,pick-place-v3-0,pick-place-v3,0,32,397.701,200,jev-1.13.0,1098,63
Jev,pick-place-v3-0,pick-place-v3,0,33,339.685,200,jev-1.13.0,1683,144
Jev,pick-place-v3-0,pick-place-v3,0,34,443.028,200,jev-1.13.0,1097,63
Jev,pick-place-v3-0,pick-place-v3,0,35,324.082,200,jev-1.13.0,1684,144
Jev,pick-place-v3-0,pick-place-v3,0,36,333.378,200,jev-1.13.0,1079,63
Jev,pick-place-v3-0,pick-place-v3,0,37,335.098,200,jev-1.13.0,1666,144
Jev,pick-place-v3-0,pick-place-v3,0,38,385.367,200,jev-1.13.0,1080,63
Jev,pick-place-v3-0,pick-place-v3,0,39,365.091,200,jev-1.13.0,1666,144
Jev,pick-place-v3-0,pick-place-v3,0,40,320.713,200,jev-1.13.0,1081,63
Jev,pick-place-v3-0,pick-place-v3,0,41,331.57,200,jev-1.13.0,1667,144
Jev,pick-place-v3-0,pick-place-v3,0,42,348.122,200,jev-1.13.0,1080,63
Jev,pick-place-v3-0,pick-place-v3,0,43,534.059,200,jev-1.13.0,1667,144
Jev,pick-place-v3-0,pick-place-v3,0,44,395.374,200,jev-1.13.0,1080,63
Jev,pick-place-v3-0,pick-place-v3,0,45,335.244,200,jev-1.13.0,1667,144
Jev,pick-place-v3-0,pick-place-v3,0,46,373.523,200,jev-1.13.0,1080,63
Jev,pick-place-v3-0,pick-place-v3,0,47,400.548,200,jev-1.13.0,1666,144
Jev,pick-place-v3-0,pick-place-v3,0,48,394.664,200,jev-1.13.0,1080,63
Jev,pick-place-v3-0,pick-place-v3,0,49,317.931,200,jev-1.13.0,1666,144
Jev,pick-place-v3-0,pick-place-v3,0,50,379.755,200,jev-1.13.0,1082,63
Jev,pick-place-v3-0,pick-place-v3,0,51,487.426,200,jev-1.13.0,1666,144
Jev,pick-place-v3-0,pick-place-v3,0,52,315.971,200,jev-1.13.0,1081,63
Jev,pick-place-v3-0,pick-place-v3,0,53,360.343,200,jev-1.13.0,1667,144
Jev,pick-place-v3-0,pick-place-v3,0,54,422.321,200,jev-1.13.0,1084,63
Jev,pick-place-v3-0,pick-place-v3,0,55,375.909,200,jev-1.13.0,1683,144
Jev,pick-place-v3-0,pick-place-v3,0,56,384.987,200,jev-1.13.0,1097,63
Jev,pick-place-v3-0,pick-place-v3,0,57,406.145,200,jev-1.13.0,1687,144
Jev,pick-place-v3-0,pick-place-v3,0,58,386.833,200,jev-1.13.0,1095,63
Jev,pick-place-v3-0,pick-place-v3,0,59,432.01,200,jev-1.13.0,1702,144
Jev,pick-place-v3-0,pick-place-v3,0,60,319.257,200,jev-1.13.0,1113,63
Jev,pick-place-v3-0,pick-place-v3,0,61,342.734,200,jev-1.13.0,1719,144
Jev,pick-place-v3-0,pick-place-v3,0,62,304.38,200,jev-1.13.0,1130,63
Jev,pick-place-v3-0,pick-place-v3,0,63,338.734,200,jev-1.13.0,1719,144
Jev,pick-place-v3-0,pick-place-v3,0,64,403.89,200,jev-1.13.0,1114,63
Jev,pick-place-v3-0,pick-place-v3,0,65,405.122,200,jev-1.13.0,1716,144
Jev,pick-place-v3-0,pick-place-v3,0,66,411.463,200,jev-1.13.0,1128,63
Jev,pick-place-v3-0,pick-place-v3,0,67,365.965,200,jev-1.13.0,1733,144
Jev,pick-place-v3-0,pick-place-v3,0,68,346.833,200,jev-1.13.0,1130,63
Jev,pick-place-v3-0,pick-place-v3,0,69,307.154,200,jev-1.13.0,1750,144
Jev,pick-place-v3-0,pick-place-v3,0,70,332.455,200,jev-1.13.0,1127,63
Jev,pick-place-v3-0,pick-place-v3,0,71,453.151,200,jev-1.13.0,1713,144
Jev,pick-place-v3-0,pick-place-v3,0,72,403.507,200,jev-1.13.0,1130,63
Jev,pick-place-v3-0,pick-place-v3,0,73,362.922,200,jev-1.13.0,1733,144
Jev,pick-place-v3-0,pick-place-v3,0,74,398.251,200,jev-1.13.0,1132,63
Jev,pick-place-v3-0,pick-place-v3,0,75,307.657,200,jev-1.13.0,1730,144
Jev,pick-place-v3-0,pick-place-v3,0,76,339.188,200,jev-1.13.0,1131,63
Jev,pick-place-v3-0,pick-place-v3,0,77,378.833,200,jev-1.13.0,1732,144
Jev,pick-place-v3-1,pick-place-v3,1,0,845.475,200,jev-1.13.0,926,65
Jev,pick-place-v3-1,pick-place-v3,1,1,344.673,200,jev-1.13.0,1535,144
Jev,pick-place-v3-1,pick-place-v3,1,2,357.627,200,jev-1.13.0,965,65
Jev,pick-place-v3-1,pick-place-v3,1,3,415.158,200,jev-1.13.0,1573,144
Jev,pick-place-v3-1,pick-place-v3,1,4,381.514,200,jev-1.13.0,1002,65
Jev,pick-place-v3-1,pick-place-v3,1,5,325.708,200,jev-1.13.0,1627,144
Jev,pick-place-v3-1,pick-place-v3,1,6,337.535,200,jev-1.13.0,1055,65
Jev,pick-place-v3-1,pick-place-v3,1,7,301.61,200,jev-1.13.0,1683,144
Jev,pick-place-v3-1,pick-place-v3,1,8,328.435,200,jev-1.13.0,1108,65
Jev,pick-place-v3-1,pick-place-v3,1,9,370.553,200,jev-1.13.0,1735,144
Jev,pick-place-v3-1,pick-place-v3,1,10,407.227,200,jev-1.13.0,1124,65
Jev,pick-place-v3-1,pick-place-v3,1,11,306.224,200,jev-1.13.0,1751,144
Jev,pick-place-v3-1,pick-place-v3,1,12,303.209,200,jev-1.13.0,1141,65
Jev,pick-place-v3-1,pick-place-v3,1,13,316.027,200,jev-1.13.0,1752,144
Jev,pick-place-v3-1,pick-place-v3,1,14,322.614,200,jev-1.13.0,1126,65
Jev,pick-place-v3-1,pick-place-v3,1,15,298.755,200,jev-1.13.0,1736,144
Jev,pick-place-v3-1,pick-place-v3,1,16,439.858,200,jev-1.13.0,1108,65
Jev,pick-place-v3-1,pick-place-v3,1,17,416.424,200,jev-1.13.0,1732,144
Jev,pick-place-v3-1,pick-place-v3,1,18,328.895,200,jev-1.13.0,1107,64
Jev,pick-place-v3-1,pick-place-v3,1,19,341.598,200,jev-1.13.0,1697,144
Jev,pick-place-v3-1,pick-place-v3,1,20,349.433,200,jev-1.13.0,1100,64
Jev,pick-place-v3-1,pick-place-v3,1,21,354.792,200,jev-1.13.0,1691,144
Jev,pick-place-v3-1,pick-place-v3,1,22,302.58,200,jev-1.13.0,1099,65
Jev,pick-place-v3-1,pick-place-v3,1,23,308.468,200,jev-1.13.0,1739,144
Jev,pick-place-v3-1,pick-place-v3,1,24,315.284,200,jev-1.13.0,1113,63
Jev,pick-place-v3-1,pick-place-v3,1,25,367.729,200,jev-1.13.0,1696,144
Jev,pick-place-v3-1,pick-place-v3,1,26,308.635,200,jev-1.13.0,1097,63
Jev,pick-place-v3-1,pick-place-v3,1,27,361.739,200,jev-1.13.0,1680,144
Jev,pick-place-v3-1,pick-place-v3,1,28,341.698,200,jev-1.13.0,1095,63
Jev,pick-place-v3-1,pick-place-v3,1,29,315.057,200,jev-1.13.0,1678,144
Jev,pick-place-v3-1,pick-place-v3,1,30,447.602,200,jev-1.13.0,1095,63
Jev,pick-place-v3-1,pick-place-v3,1,31,308.119,200,jev-1.13.0,1680,144
Jev,pick-place-v3-1,pick-place-v3,1,32,301.298,200,jev-1.13.0,1078,63
Jev,pick-place-v3-1,pick-place-v3,1,33,302.882,200,jev-1.13.0,1662,144
Jev,pick-place-v3-1,pick-place-v3,1,34,363.111,200,jev-1.13.0,1075,63
Jev,pick-place-v3-1,pick-place-v3,1,35,347.216,200,jev-1.13.0,1659,144
Jev,pick-place-v3-1,pick-place-v3,1,36,329.829,200,jev-1.13.0,1080,63
Jev,pick-place-v3-1,pick-place-v3,1,37,383.034,200,jev-1.13.0,1664,144
Jev,pick-place-v3-1,pick-place-v3,1,38,355.713,200,jev-1.13.0,1080,63
Jev,pick-place-v3-1,pick-place-v3,1,39,313.567,200,jev-1.13.0,1662,144
Jev,pick-place-v3-1,pick-place-v3,1,40,355.497,200,jev-1.13.0,1079,63
Jev,pick-place-v3-1,pick-place-v3,1,41,407.489,200,jev-1.13.0,1662,144
Jev,pick-place-v3-1,pick-place-v3,1,42,357.97,200,jev-1.13.0,1081,63
Jev,pick-place-v3-1,pick-place-v3,1,43,338.451,200,jev-1.13.0,1664,144
Jev,pick-place-v3-1,pick-place-v3,1,44,373.645,200,jev-1.13.0,1081,63
Jev,pick-place-v3-1,pick-place-v3,1,45,334.832,200,jev-1.13.0,1679,144
Jev,pick-place-v3-1,pick-place-v3,1,46,381.37,200,jev-1.13.0,1097,63
Jev,pick-place-v3-1,pick-place-v3,1,47,401.308,200,jev-1.13.0,1705,144
Jev,pick-place-v3-1,pick-place-v3,1,48,373.872,200,jev-1.13.0,1112,63
Jev,pick-place-v3-1,pick-place-v3,1,49,434.949,200,jev-1.13.0,1734,144
Jev,pick-place-v3-1,pick-place-v3,1,50,401.683,200,jev-1.13.0,1147,63
Jev,pick-place-v3-1,pick-place-v3,1,51,322.648,200,jev-1.13.0,1769,144
Jev,pick-place-v3-1,pick-place-v3,1,52,384.92,200,jev-1.13.0,1161,63
Jev,pick-place-v3-1,pick-place-v3,1,53,404.961,200,jev-1.13.0,1765,144
Jev,pick-place-v3-1,pick-place-v3,1,54,335.213,200,jev-1.13.0,1162,63
Jev,pick-place-v3-1,pick-place-v3,1,55,341.876,200,jev-1.13.0,1782,144
Jev,pick-place-v3-1,pick-place-v3,1,56,370.332,200,jev-1.13.0,1179,63
Jev,pick-place-v3-1,pick-place-v3,1,57,367.122,200,jev-1.13.0,1768,144
Jev,pick-place-v3-1,pick-place-v3,1,58,400.21,200,jev-1.13.0,1146,63
Jev,pick-place-v3-1,pick-place-v3,1,59,299.294,200,jev-1.13.0,1749,144
Jev,pick-place-v3-1,pick-place-v3,1,60,335.398,200,jev-1.13.0,1146,63
Jev,pick-place-v3-1,pick-place-v3,1,61,398.048,200,jev-1.13.0,1750,144
Jev,pick-place-v3-1,pick-place-v3,1,62,328.993,200,jev-1.13.0,1128,63
Jev,pick-place-v3-1,pick-place-v3,1,63,394.202,200,jev-1.13.0,1716,144
Jev,pick-place-v3-1,pick-place-v3,1,64,359.525,200,jev-1.13.0,1097,63
Jev,pick-place-v3-1,pick-place-v3,1,65,336.722,200,jev-1.13.0,1684,144
Jev,pick-place-v3-1,pick-place-v3,1,66,334.799,200,jev-1.13.0,1096,63
Jev,pick-place-v3-1,pick-place-v3,1,67,339.565,200,jev-1.13.0,1698,144
Chat,reach-v3-0,reach-v3,0,0,5044.5,200,gpt-6-astra,4693,61
Chat,reach-v3-0,reach-v3,0,1,3127.106,200,gpt-6-astra,5183,25
Chat,reach-v3-0,reach-v3,0,2,2753.972,200,gpt-6-astra,4722,26
Chat,reach-v3-0,reach-v3,0,3,2558.128,200,gpt-6-astra,5213,25
Chat,reach-v3-0,reach-v3,0,4,2898.095,200,gpt-6-astra,4752,28
Chat,reach-v3-0,reach-v3,0,5,2392.434,200,gpt-6-astra,1425,44
Chat,reach-v3-0,reach-v3,0,6,2755.384,200,gpt-6-astra,4782,27
Chat,reach-v3-0,reach-v3,0,7,2579.659,200,gpt-6-astra,5273,25
Chat,reach-v3-0,reach-v3,0,8,2357.439,200,gpt-6-astra,4812,33
Chat,reach-v3-0,reach-v3,0,9,3638.505,200,gpt-6-astra,5308,25
Chat,reach-v3-0,reach-v3,0,10,2934.001,200,gpt-6-astra,4817,32
