label,id,task,seed,request_index,latency_ms,http_status,model,input_tokens,output_tokens
Jev,reach-v3-1,reach-v3,1,11,1299.039,200,jev-1.13.0,1463,144
Jev,push-v3-0,push-v3,0,0,33557.229,200,jev-1.13.0,1355,144
Jev,push-v3-0,push-v3,0,1,2650.046,200,jev-1.13.0,1413,144
Jev,push-v3-0,push-v3,0,2,5922.038,200,jev-1.13.0,1438,144
Jev,push-v3-0,push-v3,0,3,283.874,200,jev-1.13.0,1463,144
Jev,push-v3-0,push-v3,0,4,377.493,200,jev-1.13.0,1487,144
Jev,push-v3-0,push-v3,0,5,1626.441,200,jev-1.13.0,1488,144
Jev,push-v3-0,push-v3,0,6,384.552,200,jev-1.13.0,1490,144
Jev,push-v3-0,push-v3,0,7,351.706,200,jev-1.13.0,1486,144
Jev,push-v3-0,push-v3,0,8,323.391,200,jev-1.13.0,1490,144
Jev,push-v3-0,push-v3,0,9,702.993,200,jev-1.13.0,1489,144
Jev,push-v3-0,push-v3,0,10,443.419,200,jev-1.13.0,1487,144
Jev,push-v3-0,push-v3,0,11,304.344,200,jev-1.13.0,1492,144
Jev,push-v3-0,push-v3,0,12,327.832,200,jev-1.13.0,1489,144
Jev,push-v3-0,push-v3,0,13,275.447,200,jev-1.13.0,1489,144
Jev,push-v3-0,push-v3,0,14,299.474,200,jev-1.13.0,1492,144
Jev,push-v3-0,push-v3,0,15,317.077,200,jev-1.13.0,1493,144
Jev,push-v3-0,push-v3,0,16,289.134,200,jev-1.13.0,1485,144
Jev,push-v3-0,push-v3,0,17,332.938,200,jev-1.13.0,1487,144
Jev,push-v3-0,push-v3,0,18,350.488,200,jev-1.13.0,1490,144
Jev,push-v3-0,push-v3,0,19,275.958,200,jev-1.13.0,1494,144
Jev,push-v3-0,push-v3,0,20,269.17,200,jev-1.13.0,1493,144
Jev,push-v3-0,push-v3,0,21,486.972,200,jev-1.13.0,1497,144
Jev,push-v3-0,push-v3,0,22,1004.885,200,jev-1.13.0,1494,144
Jev,push-v3-0,push-v3,0,23,316.781,200,jev-1.13.0,1491,144
Jev,push-v3-0,push-v3,0,24,331.987,200,jev-1.13.0,1494,144
Jev,push-v3-0,push-v3,0,25,360.676,200,jev-1.13.0,1493,144
Jev,push-v3-0,push-v3,0,26,296.857,200,jev-1.13.0,1495,144
Jev,push-v3-0,push-v3,0,27,344.619,200,jev-1.13.0,1496,144
Jev,push-v3-0,push-v3,0,28,642.736,200,jev-1.13.0,1495,144
Jev,push-v3-0,push-v3,0,29,1692.188,200,jev-1.13.0,1496,144
Jev,push-v3-0,push-v3,0,30,1911.141,200,jev-1.13.0,1500,144
Jev,push-v3-0,push-v3,0,31,299.324,200,jev-1.13.0,1498,144
Jev,push-v3-0,push-v3,0,32,285.708,200,jev-1.13.0,1496,144
Jev,push-v3-0,push-v3,0,33,300.419,200,jev-1.13.0,1493,144
Jev,push-v3-0,push-v3,0,34,322.812,200,jev-1.13.0,1491,144
Jev,push-v3-0,push-v3,0,35,1036.239,200,jev-1.13.0,1493,144
Jev,push-v3-0,push-v3,0,36,709.091,200,jev-1.13.0,1492,144
Jev,push-v3-0,push-v3,0,37,356.64,200,jev-1.13.0,1496,144
Jev,push-v3-0,push-v3,0,38,298.245,200,jev-1.13.0,1497,144
Jev,push-v3-0,push-v3,0,39,524.43,200,jev-1.13.0,1496,144
Jev,push-v3-1,push-v3,1,0,897.709,200,jev-1.13.0,1352,144
Jev,push-v3-1,push-v3,1,1,429.981,200,jev-1.13.0,1378,144
Jev,push-v3-1,push-v3,1,2,320.697,200,jev-1.13.0,1412,144
Jev,push-v3-1,push-v3,1,3,358.023,200,jev-1.13.0,1434,144
Jev,push-v3-1,push-v3,1,4,382.295,200,jev-1.13.0,1457,144
Jev,push-v3-1,push-v3,1,5,2527.347,200,jev-1.13.0,1456,144
Jev,push-v3-1,push-v3,1,6,675.875,200,jev-1.13.0,1459,144
Jev,push-v3-1,push-v3,1,7,1199.218,200,jev-1.13.0,1483,144
Jev,push-v3-1,push-v3,1,8,371.644,200,jev-1.13.0,1489,144
Jev,push-v3-1,push-v3,1,9,713.102,200,jev-1.13.0,1489,144
Jev,push-v3-1,push-v3,1,10,995.96,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,11,540.98,200,jev-1.13.0,1485,144
Jev,push-v3-1,push-v3,1,12,1037.837,200,jev-1.13.0,1487,144
Jev,push-v3-1,push-v3,1,13,390.438,200,jev-1.13.0,1485,144
Jev,push-v3-1,push-v3,1,14,379.556,200,jev-1.13.0,1484,144
Jev,push-v3-1,push-v3,1,15,396.382,200,jev-1.13.0,1478,144
Jev,push-v3-1,push-v3,1,16,548.37,200,jev-1.13.0,1481,144
Jev,push-v3-1,push-v3,1,17,323.715,200,jev-1.13.0,1483,144
Jev,push-v3-1,push-v3,1,18,446.759,200,jev-1.13.0,1485,144
Jev,push-v3-1,push-v3,1,19,752.546,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,20,1060.779,200,jev-1.13.0,1481,144
Jev,push-v3-1,push-v3,1,21,337.244,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,22,347.793,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,23,332.133,200,jev-1.13.0,1485,144
Jev,push-v3-1,push-v3,1,24,390.789,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,25,548.351,200,jev-1.13.0,1491,144
Jev,push-v3-1,push-v3,1,26,322.698,200,jev-1.13.0,1483,144
Jev,push-v3-1,push-v3,1,27,435.374,200,jev-1.13.0,1486,144
Jev,push-v3-1,push-v3,1,28,637.563,200,jev-1.13.0,1483,144
Jev,push-v3-1,push-v3,1,29,435.435,200,jev-1.13.0,1479,144
Jev,push-v3-1,push-v3,1,30,425.917,200,jev-1.13.0,1483,144
Jev,push-v3-1,push-v3,1,31,339.074,200,jev-1.13.0,1484,144
Jev,push-v3-1,push-v3,1,32,515.462,200,jev-1.13.0,1480,144
Jev,push-v3-1,push-v3,1,33,346.823,200,jev-1.13.0,1484,144
Jev,push-v3-1,push-v3,1,34,363.917,200,jev-1.13.0,1484,144
Jev,push-v3-1,push-v3,1,35,424.16,200,jev-1.13.0,1486,144
Jev,push-v3-1,push-v3,1,36,374.154,200,jev-1.13.0,1482,144
Jev,push-v3-1,push-v3,1,37,346.777,200,jev-1.13.0,1487,144
Jev,push-v3-1,push-v3,1,38,315.228,200,jev-1.13.0,1492,144
Jev,push-v3-1,push-v3,1,39,333.98,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,0,865.086,200,jev-1.13.0,1323,144
Jev,pick-place-v3-0,pick-place-v3,0,1,333.775,200,jev-1.13.0,1416,144
Jev,pick-place-v3-0,pick-place-v3,0,2,388.486,200,jev-1.13.0,1437,144
Jev,pick-place-v3-0,pick-place-v3,0,3,374.148,200,jev-1.13.0,1461,144
Jev,pick-place-v3-0,pick-place-v3,0,4,1239.599,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,5,305.12,200,jev-1.13.0,1483,144
Jev,pick-place-v3-0,pick-place-v3,0,6,334.809,200,jev-1.13.0,1485,144
Jev,pick-place-v3-0,pick-place-v3,0,7,305.993,200,jev-1.13.0,1488,144
Jev,pick-place-v3-0,pick-place-v3,0,8,352.724,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,9,329.391,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,10,387.298,200,jev-1.13.0,1487,144
Jev,pick-place-v3-0,pick-place-v3,0,11,351.642,200,jev-1.13.0,1491,144
Jev,pick-place-v3-0,pick-place-v3,0,12,361.558,200,jev-1.13.0,1493,144
Jev,pick-place-v3-0,pick-place-v3,0,13,734.892,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,14,386.796,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,15,345.077,200,jev-1.13.0,1491,144
Jev,pick-place-v3-0,pick-place-v3,0,16,363.834,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,17,356.071,200,jev-1.13.0,1492,144
Jev,pick-place-v3-0,pick-place-v3,0,18,357.58,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,19,301.711,200,jev-1.13.0,1495,144
Jev,pick-place-v3-0,pick-place-v3,0,20,298.458,200,jev-1.13.0,1496,144
Jev,pick-place-v3-0,pick-place-v3,0,21,389.558,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,22,332.043,200,jev-1.13.0,1487,144
Jev,pick-place-v3-0,pick-place-v3,0,23,323.22,200,jev-1.13.0,1485,144
Jev,pick-place-v3-0,pick-place-v3,0,24,383.677,200,jev-1.13.0,1487,144
Jev,pick-place-v3-0,pick-place-v3,0,25,318.667,200,jev-1.13.0,1497,144
Jev,pick-place-v3-0,pick-place-v3,0,26,330.15,200,jev-1.13.0,1486,144
Jev,pick-place-v3-0,pick-place-v3,0,27,349.996,200,jev-1.13.0,1491,144
Jev,pick-place-v3-0,pick-place-v3,0,28,327.972,200,jev-1.13.0,1493,144
Jev,pick-place-v3-0,pick-place-v3,0,29,387.489,200,jev-1.13.0,1493,144
Jev,pick-place-v3-0,pick-place-v3,0,30,601.315,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,31,357.38,200,jev-1.13.0,1494,144
Jev,pick-place-v3-0,pick-place-v3,0,32,315.848,200,jev-1.13.0,1490,144
Jev,pick-place-v3-0,pick-place-v3,0,33,350.658,200,jev-1.13.0,1491,144
Jev,pick-place-v3-0,pick-place-v3,0,34,534.719,200,jev-1.13.0,1489,144
Jev,pick-place-v3-0,pick-place-v3,0,35,437.573,200,jev-1.13.0,1488,144
Jev,pick-place-v3-0,pick-place-v3,0,36,335.96,200,jev-1.13.0,1497,144
Jev,pick-place-v3-0,pick-place-v3,0,37,332.081,200,jev-1.13.0,1493,144
Jev,pick-place-v3-0,pick-place-v3,0,38,326.58,200,jev-1.13.0,1496,144
Jev,pick-place-v3-0,pick-place-v3,0,39,349.959,200,jev-1.13.0,1488,144
Jev,pick-place-v3-1,pick-place-v3,1,0,967.25,200,jev-1.13.0,1320,144
Jev,pick-place-v3-1,pick-place-v3,1,1,346.249,200,jev-1.13.0,1411,144
Jev,pick-place-v3-1,pick-place-v3,1,2,299.994,200,jev-1.13.0,1436,144
Jev,pick-place-v3-1,pick-place-v3,1,3,323.774,200,jev-1.13.0,1461,144
Jev,pick-place-v3-1,pick-place-v3,1,4,325.431,200,jev-1.13.0,1487,144
Jev,pick-place-v3-1,pick-place-v3,1,5,332.994,200,jev-1.13.0,1493,144
Jev,pick-place-v3-1,pick-place-v3,1,6,295.594,200,jev-1.13.0,1488,144
Jev,pick-place-v3-1,pick-place-v3,1,7,353.097,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,8,950.012,200,jev-1.13.0,1485,144
Jev,pick-place-v3-1,pick-place-v3,1,9,339.115,200,jev-1.13.0,1486,144
Jev,pick-place-v3-1,pick-place-v3,1,10,322.576,200,jev-1.13.0,1482,144
Jev,pick-place-v3-1,pick-place-v3,1,11,398.429,200,jev-1.13.0,1485,144
Jev,pick-place-v3-1,pick-place-v3,1,12,384.639,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,13,408.889,200,jev-1.13.0,1490,144
Jev,pick-place-v3-1,pick-place-v3,1,14,320.242,200,jev-1.13.0,1479,144
Jev,pick-place-v3-1,pick-place-v3,1,15,348.537,200,jev-1.13.0,1485,144
Jev,pick-place-v3-1,pick-place-v3,1,16,364.719,200,jev-1.13.0,1485,144
Jev,pick-place-v3-1,pick-place-v3,1,17,343.124,200,jev-1.13.0,1487,144
Jev,pick-place-v3-1,pick-place-v3,1,18,319.114,200,jev-1.13.0,1484,144
Jev,pick-place-v3-1,pick-place-v3,1,19,361.124,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,20,334.86,200,jev-1.13.0,1486,144
Jev,pick-place-v3-1,pick-place-v3,1,21,325.529,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,22,2408.788,200,jev-1.13.0,1486,144
Jev,pick-place-v3-1,pick-place-v3,1,23,367.101,200,jev-1.13.0,1490,144
Jev,pick-place-v3-1,pick-place-v3,1,24,393.942,200,jev-1.13.0,1490,144
Jev,pick-place-v3-1,pick-place-v3,1,25,321.3,200,jev-1.13.0,1495,144
Jev,pick-place-v3-1,pick-place-v3,1,26,376.619,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,27,370.313,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,28,365.147,200,jev-1.13.0,1483,144
Jev,pick-place-v3-1,pick-place-v3,1,29,329.018,200,jev-1.13.0,1488,144
Jev,pick-place-v3-1,pick-place-v3,1,30,356.343,200,jev-1.13.0,1486,144
Jev,pick-place-v3-1,pick-place-v3,1,31,375.054,200,jev-1.13.0,1490,144
Jev,pick-place-v3-1,pick-place-v3,1,32,347.448,200,jev-1.13.0,1487,144
Jev,pick-place-v3-1,pick-place-v3,1,33,330.983,200,jev-1.13.0,1489,144
Jev,pick-place-v3-1,pick-place-v3,1,34,341.22,200,jev-1.13.0,1487,144
Jev,pick-place-v3-1,pick-place-v3,1,35,457.788,200,jev-1.13.0,1486,144
Jev,pick-place-v3-1,pick-place-v3,1,36,321.873,200,jev-1.13.0,1488,144
Jev,pick-place-v3-1,pick-place-v3,1,37,335.27,200,jev-1.13.0,1484,144
Jev,pick-place-v3-1,pick-place-v3,1,38,390.895,200,jev-1.13.0,1484,144
Jev,pick-place-v3-1,pick-place-v3,1,39,327.085,200,jev-1.13.0,1487,144
Chat,reach-v3-0,reach-v3,0,0,2727.038,200,gpt-6-astra-2026-09-03,802,24
Chat,reach-v3-0,reach-v3,0,1,2389.462,200,gpt-6-astra-2026-09-03,834,24
Chat,reach-v3-0,reach-v3,0,2,2399.821,200,gpt-6-astra-2026-09-03,858,24
Chat,reach-v3-0,reach-v3,0,3,3275.067,200,gpt-6-astra-2026-09-03,880,24
Chat,reach-v3-0,reach-v3,0,4,3008.112,200,gpt-6-astra-2026-09-03,903,76
Chat,reach-v3-0,reach-v3,0,5,5067.932,200,gpt-6-astra-2026-09-03,901,119
Chat,reach-v3-0,reach-v3,0,6,2445.965,200,gpt-6-astra-2026-09-03,901,24
Chat,reach-v3-0,reach-v3,0,7,4060.732,200,gpt-6-astra-2026-09-03,903,86
Chat,reach-v3-0,reach-v3,0,8,2569.907,200,gpt-6-astra-2026-09-03,903,24
Chat,reach-v3-0,reach-v3,0,9,3494.975,200,gpt-6-astra-2026-09-03,902,61
Chat,reach-v3-0,reach-v3,0,10,2584.188,200,gpt-6-astra-2026-09-03,901,24
Chat,reach-v3-0,reach-v3,0,11,2379.948,200,gpt-6-astra-2026-09-03,900,51
Chat,reach-v3-0,reach-v3,0,12,3390.474,200,gpt-6-astra-2026-09-03,902,56
Chat,reach-v3-1,reach-v3,1,0,2525.448,200,gpt-6-astra-2026-09-03,800,24
Chat,reach-v3-1,reach-v3,1,1,4956.028,200,gpt-6-astra-2026-09-03,832,137
Chat,reach-v3-1,reach-v3,1,2,4451.05,200,gpt-6-astra-2026-09-03,858,24
Chat,reach-v3-1,reach-v3,1,3,1890.916,200,gpt-6-astra-2026-09-03,881,24
Chat,reach-v3-1,reach-v3,1,4,2417.66,200,gpt-6-astra-2026-09-03,900,53
Chat,reach-v3-1,reach-v3,1,5,3021.135,200,gpt-6-astra-2026-09-03,904,60
Chat,reach-v3-1,reach-v3,1,6,3309.639,200,gpt-6-astra-2026-09-03,901,89
Chat,reach-v3-1,reach-v3,1,7,4553.66,200,gpt-6-astra-2026-09-03,902,71
Chat,reach-v3-1,reach-v3,1,8,3889.532,200,gpt-6-astra-2026-09-03,901,84
Chat,reach-v3-1,reach-v3,1,9,2496.713,200,gpt-6-astra-2026-09-03,905,24
Chat,reach-v3-1,reach-v3,1,10,5554.512,200,gpt-6-astra-2026-09-03,905,104
Chat,reach-v3-1,reach-v3,1,11,3224.603,200,gpt-6-astra-2026-09-03,899,64
Chat,push-v3-0,push-v3,0,0,3385.129,200,gpt-6-astra-2026-09-03,812,69
Chat,push-v3-0,push-v3,0,1,4026.911,200,gpt-6-astra-2026-09-03,844,80
Chat,push-v3-0,push-v3,0,2,4159.529,200,gpt-6-astra-2026-09-03,865,72
Chat,push-v3-0,push-v3,0,3,3987.295,200,gpt-6-astra-2026-09-03,887,83
Chat,push-v3-0,push-v3,0,4,4262.079,200,gpt-6-astra-2026-09-03,911,105
Chat,push-v3-0,push-v3,0,5,3416.308,200,gpt-6-astra-2026-09-03,915,82
Chat,push-v3-0,push-v3,0,6,3906.296,200,gpt-6-astra-2026-09-03,908,116
Chat,push-v3-0,push-v3,0,7,6720.278,200,gpt-6-astra-2026-09-03,908,173
Chat,push-v3-0,push-v3,0,8,12096.816,200,gpt-6-astra-2026-09-03,910,302
Chat,push-v3-0,push-v3,0,9,6318.786,200,gpt-6-astra-2026-09-03,909,145
Chat,push-v3-0,push-v3,0,10,4455.145,200,gpt-6-astra-2026-09-03,908,97
Chat,push-v3-0,push-v3,0,11,6252.525,200,gpt-6-astra-2026-09-03,907,179
Chat,push-v3-0,push-v3,0,12,6009.062,200,gpt-6-astra-2026-09-03,908,136
Chat,push-v3-0,push-v3,0,13,6313.215,200,gpt-6-astra-2026-09-03,905,163
Chat,push-v3-0,push-v3,0,14,7044.839,200,gpt-6-astra-2026-09-03,912,160
Chat,push-v3-0,push-v3,0,15,9206.516,200,gpt-6-astra-2026-09-03,902,212
Chat,push-v3-0,push-v3,0,16,5339.915,200,gpt-6-astra-2026-09-03,901,151
Chat,push-v3-0,push-v3,0,17,3898.038,200,gpt-6-astra-2026-09-03,904,85
Chat,push-v3-0,push-v3,0,18,4409.413,200,gpt-6-astra-2026-09-03,903,102
Chat,push-v3-0,push-v3,0,19,5337.425,200,gpt-6-astra-2026-09-03,903,139
Chat,push-v3-0,push-v3,0,20,10576.77,200,gpt-6-astra-2026-09-03,901,308
Chat,push-v3-0,push-v3,0,21,5191.292,200,gpt-6-astra-2026-09-03,902,123
Chat,push-v3-0,push-v3,0,22,5110.197,200,gpt-6-astra-2026-09-03,900,84
Chat,push-v3-0,push-v3,0,23,4069.155,200,gpt-6-astra-2026-09-03,902,100
Chat,push-v3-0,push-v3,0,24,5422.483,200,gpt-6-astra-2026-09-03,902,161
Chat,push-v3-0,push-v3,0,25,5340.81,200,gpt-6-astra-2026-09-03,902,98
Chat,push-v3-0,push-v3,0,26,3009.048,200,gpt-6-astra-2026-09-03,901,86
Chat,push-v3-0,push-v3,0,27,5596.503,200,gpt-6-astra-2026-09-03,902,145
Chat,push-v3-0,push-v3,0,28,14027.318,200,gpt-6-astra-2026-09-03,902,422
Chat,push-v3-0,push-v3,0,29,8727.106,200,gpt-6-astra-2026-09-03,899,253
Chat,push-v3-0,push-v3,0,30,3342.342,200,gpt-6-astra-2026-09-03,900,85
Chat,push-v3-0,push-v3,0,31,3571.241,200,gpt-6-astra-2026-09-03,902,80
Chat,push-v3-0,push-v3,0,32,8599.832,200,gpt-6-astra-2026-09-03,902,219
Chat,push-v3-0,push-v3,0,33,8250.842,200,gpt-6-astra-2026-09-03,899,194
Chat,push-v3-0,push-v3,0,34,4455.891,200,gpt-6-astra-2026-09-03,901,98
Chat,push-v3-0,push-v3,0,35,3805.479,200,gpt-6-astra-2026-09-03,901,96
Chat,push-v3-0,push-v3,0,36,7986.136,200,gpt-6-astra-2026-09-03,902,137
Chat,push-v3-0,push-v3,0,37,6943.082,200,gpt-6-astra-2026-09-03,900,160
Chat,push-v3-0,push-v3,0,38,13665.27,200,gpt-6-astra-2026-09-03,900,279
Chat,push-v3-0,push-v3,0,39,12170.277,200,gpt-6-astra-2026-09-03,898,201
Chat,push-v3-1,push-v3,1,0,2886.535,200,gpt-6-astra-2026-09-03,810,55
Chat,push-v3-1,push-v3,1,1,2542.995,200,gpt-6-astra-2026-09-03,841,54
Chat,push-v3-1,push-v3,1,2,3546.015,200,gpt-6-astra-2026-09-03,870,63
Chat,push-v3-1,push-v3,1,3,3079.913,200,gpt-6-astra-2026-09-03,889,69
Chat,push-v3-1,push-v3,1,4,3102.44,200,gpt-6-astra-2026-09-03,913,54
Chat,push-v3-1,push-v3,1,5,3300.053,200,gpt-6-astra-2026-09-03,913,55
Chat,push-v3-1,push-v3,1,6,2903.475,200,gpt-6-astra-2026-09-03,916,74
Chat,push-v3-1,push-v3,1,7,5399.433,200,gpt-6-astra-2026-09-03,913,140
Chat,push-v3-1,push-v3,1,8,3170.056,200,gpt-6-astra-2026-09-03,910,64
Chat,push-v3-1,push-v3,1,9,4245.652,200,gpt-6-astra-2026-09-03,906,84
Chat,push-v3-1,push-v3,1,10,4689.182,200,gpt-6-astra-2026-09-03,905,110
Chat,push-v3-1,push-v3,1,11,3694.801,200,gpt-6-astra-2026-09-03,906,72
Chat,push-v3-1,push-v3,1,12,4307.582,200,gpt-6-astra-2026-09-03,907,98
Chat,push-v3-1,push-v3,1,13,5776.503,200,gpt-6-astra-2026-09-03,906,123
Chat,push-v3-1,push-v3,1,14,8175.72,200,gpt-6-astra-2026-09-03,907,221
Chat,push-v3-1,push-v3,1,15,11264.855,200,gpt-6-astra-2026-09-03,905,268
Chat,pick-place-v3-0,pick-place-v3,0,0,2140.122,200,gpt-6-astra-2026-09-03,803,24
Chat,pick-place-v3-0,pick-place-v3,0,1,2010.601,200,gpt-6-astra-2026-09-03,835,24
Chat,pick-place-v3-0,pick-place-v3,0,2,3339.253,200,gpt-6-astra-2026-09-03,860,24
Chat,pick-place-v3-0,pick-place-v3,0,3,2226.395,200,gpt-6-astra-2026-09-03,882,24
Chat,pick-place-v3-0,pick-place-v3,0,4,3364.547,200,gpt-6-astra-2026-09-03,909,58
Chat,pick-place-v3-0,pick-place-v3,0,5,3549.558,200,gpt-6-astra-2026-09-03,903,58
Chat,pick-place-v3-0,pick-place-v3,0,6,3730.728,200,gpt-6-astra-2026-09-03,904,98
Chat,pick-place-v3-0,pick-place-v3,0,7,8690.137,200,gpt-6-astra-2026-09-03,903,203
Chat,pick-place-v3-0,pick-place-v3,0,8,4493.967,200,gpt-6-astra-2026-09-03,914,91
Chat,pick-place-v3-0,pick-place-v3,0,9,3363.495,200,gpt-6-astra-2026-09-03,913,63
Chat,pick-place-v3-0,pick-place-v3,0,10,3448.662,200,gpt-6-astra-2026-09-03,908,88
Chat,pick-place-v3-0,pick-place-v3,0,11,1976.306,200,gpt-6-astra-2026-09-03,903,24
Chat,pick-place-v3-0,pick-place-v3,0,12,2176.662,200,gpt-6-astra-2026-09-03,904,24
Chat,pick-place-v3-0,pick-place-v3,0,13,2823.117,200,gpt-6-astra-2026-09-03,905,24
Chat,pick-place-v3-0,pick-place-v3,0,14,2029.119,200,gpt-6-astra-2026-09-03,904,24
Chat,pick-place-v3-0,pick-place-v3,0,15,6235.97,200,gpt-6-astra-2026-09-03,904,132
Chat,pick-place-v3-0,pick-place-v3,0,16,3944.458,200,gpt-6-astra-2026-09-03,903,77
Chat,pick-place-v3-0,pick-place-v3,0,17,2732.141,200,gpt-6-astra-2026-09-03,904,24
Chat,pick-place-v3-0,pick-place-v3,0,18,2831.349,200,gpt-6-astra-2026-09-03,904,69
Chat,pick-place-v3-1,pick-place-v3,1,0,2608.295,200,gpt-6-astra-2026-09-03,801,24
Chat,pick-place-v3-1,pick-place-v3,1,1,2192.658,200,gpt-6-astra-2026-09-03,834,24
Chat,pick-place-v3-1,pick-place-v3,1,2,2599.165,200,gpt-6-astra-2026-09-03,858,24
Chat,pick-place-v3-1,pick-place-v3,1,3,2954.074,200,gpt-6-astra-2026-09-03,883,56
Chat,pick-place-v3-1,pick-place-v3,1,4,2670.423,200,gpt-6-astra-2026-09-03,904,45
Chat,pick-place-v3-1,pick-place-v3,1,5,4232.528,200,gpt-6-astra-2026-09-03,906,103
Chat,pick-place-v3-1,pick-place-v3,1,6,3017.315,200,gpt-6-astra-2026-09-03,906,46
Chat,pick-place-v3-1,pick-place-v3,1,7,4992.131,200,gpt-6-astra-2026-09-03,905,132
Chat,pick-place-v3-1,pick-place-v3,1,8,3366.744,200,gpt-6-astra-2026-09-03,914,75
Chat,pick-place-v3-1,pick-place-v3,1,9,3910.185,200,gpt-6-astra-2026-09-03,919,90
Chat,pick-place-v3-1,pick-place-v3,1,10,3441.488,200,gpt-6-astra-2026-09-03,907,82
Chat,pick-place-v3-1,pick-place-v3,1,11,7964.825,200,gpt-6-astra-2026-09-03,908,76
Chat,pick-place-v3-1,pick-place-v3,1,12,4546.576,200,gpt-6-astra-2026-09-03,903,85
Chat,pick-place-v3-1,pick-place-v3,1,13,2922.728,200,gpt-6-astra-2026-09-03,904,63
Chat,pick-place-v3-1,pick-place-v3,1,14,3947.573,200,gpt-6-astra-2026-09-03,901,96
Chat,pick-place-v3-1,pick-place-v3,1,15,5099.696,200,gpt-6-astra-2026-09-03,902,135
Chat,pick-place-v3-1,pick-place-v3,1,16,2635.159,200,gpt-6-astra-2026-09-03,903,52
Chat,pick-place-v3-1,pick-place-v3,1,17,3589.621,200,gpt-6-astra-2026-09-03,903,92
